Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_03597 Putative pyridoxal phosphate-dependent acyltransferase,23.42598,23.24884,23.82328,20.48352,20.93602,20.65707,19.74642,21.18276,19.12108,20.9571,20.25388,19.97912,21.10616,20.06691,20.28183
GFJPDDAG_03600 hypothetical protein,18.44176,19.95053,19.12573,21.25854,23.46812,21.71854,21.69008,21.80919,21.91853,20.91873,19.94647,23.01229,21.92326,20.67928,21.07625
GFJPDDAG_03602 Putative short-chain fatty acid transporter,22.23777,21.63471,23.16157,23.32389,24.02657,20.02461,23.5013,23.63832,23.38943,23.41828,24.00984,24.09708,22.0958,20.71491,21.60996
GFJPDDAG_03605 Quinoprotein glucose dehydrogenase B,20.15373,19.01361,22.08751,20.81812,20.07227,21.15485,19.52718,19.88728,19.60062,20.71842,19.98302,20.84041,22.12708,21.64168,21.42343
GFJPDDAG_03607 Pyrimidine-specific ribonucleoside hydrolase RihA,25.62045,25.64881,26.67236,20.48063,24.4075,21.70001,24.96018,23.68003,24.53237,20.77038,26.37595,24.46326,21.81905,20.60038,21.05467
GFJPDDAG_03610 RNA polymerase sigma factor SigO,20.41916,19.42435,18.31279,20.42875,21.661,21.38334,18.86882,19.89031,20.01497,20.15106,19.86227,21.02729,23.22982,21.64588,21.30029
GFJPDDAG_03614 Inner membrane transport permease YbhS,21.53027,21.70472,19.09151,23.27625,22.75189,20.99713,20.89051,19.30503,21.40229,19.85563,22.9839,22.40912,21.71929,20.61946,18.64032
GFJPDDAG_03615 putative ABC transporter ATP-binding protein YbhF,19.56543,18.34599,20.30635,21.34127,19.84878,21.40525,19.80759,20.68079,19.5705,20.90753,20.89732,20.63838,22.04305,20.64132,20.91709
GFJPDDAG_03618 Pyridoxine kinase,23.17874,22.50874,22.39963,22.08632,19.61404,20.1403,20.01971,20.27208,19.98709,21.06498,20.02255,20.35397,23.18567,20.59501,20.53637
GFJPDDAG_03619 General stress protein 17M,24.11394,23.41893,22.94451,20.683,20.54826,21.86891,20.45415,19.63753,19.3703,20.13767,19.58261,20.17989,22.82689,20.54461,20.76294
GFJPDDAG_03625 Spore coat protein GerQ,26.63423,25.39774,27.88704,26.65663,25.7397,26.48328,27.38952,27.63215,28.07015,26.7758,27.26015,26.82929,21.16636,21.74733,20.18675
GFJPDDAG_03626 Cell wall hydrolase CwlJ,24.66844,23.79154,25.39862,24.96768,25.25613,23.61941,25.23528,26.06001,25.41364,24.93026,26.16731,25.54563,22.81258,19.86019,21.08362
GFJPDDAG_03627 Putative heme-dependent peroxidase,23.35797,24.6036,22.81241,23.05064,20.70328,21.91874,22.80367,23.24461,23.1958,21.78485,19.89121,21.74821,22.24614,19.42767,21.51656
GFJPDDAG_03628 Phosphate acetyltransferase,22.93839,23.13665,23.42419,19.89838,20.19293,20.16451,19.82411,21.23295,18.64071,21.02876,19.91877,20.34837,22.01999,21.65728,21.3255
GFJPDDAG_03632 hypothetical protein,19.84237,18.87518,19.57843,20.82086,21.11574,21.52882,19.85916,21.2802,17.93347,20.80115,21.07268,19.61221,22.52738,20.8129,21.72041
GFJPDDAG_03635 2-hydroxymuconate tautomerase,20.41262,19.45717,20.28238,20.73269,20.43586,20.38945,19.13941,21.39246,20.72151,21.68185,20.17218,20.26379,22.66848,20.03402,21.47108
GFJPDDAG_03636 Putative zinc metalloprotease Rip2,20.09886,18.9878,19.32475,19.7091,20.41213,20.20737,19.83495,20.66158,20.17386,20.5031,20.01788,21.46503,21.7472,20.22996,21.85121
GFJPDDAG_03639 Polyamine aminopropyltransferase,23.13849,23.93445,22.9395,21.31451,20.21362,20.85917,20.4105,20.05716,19.257,21.80378,21.33815,20.72836,21.98704,20.14043,20.70632
GFJPDDAG_03640 Agmatinase,21.1812,22.12562,21.13345,21.03655,21.07231,20.37152,20.88662,20.65541,20.01929,20.46546,19.39842,19.23999,21.32004,19.80577,22.728
GFJPDDAG_03641 putative beta-barrel protein YwiB,19.71287,20.03039,19.23587,19.81751,19.71824,20.23829,20.60265,20.2982,20.1269,20.46212,20.78391,20.55486,22.38759,20.20299,20.7794
GFJPDDAG_03642 Arginine--tRNA ligase,25.65414,27.06723,24.34793,21.10898,20.91663,21.60558,23.21273,21.00963,23.87108,19.53272,20.95532,21.1992,21.80441,19.18408,20.86846
GFJPDDAG_03646 Minor cardiolipin synthase ClsB,19.84664,21.8765,19.64068,20.56157,20.58821,21.09525,20.32634,21.23459,19.79355,21.19642,19.65583,20.67872,21.07561,21.29552,20.65224
GFJPDDAG_03647 Lactate utilization protein A,23.8825,24.96486,23.04515,20.53636,20.0886,20.06723,23.39048,22.46581,23.17367,20.25929,24.37868,24.2832,22.47715,20.45474,20.49242
GFJPDDAG_03648 Acetyl-CoA acetyltransferase,26.69339,26.48783,25.69144,20.01872,25.20944,20.80824,22.93618,23.2932,23.89938,20.87964,25.0493,25.19464,22.26481,20.25383,20.62893
GFJPDDAG_03649 putative 3-hydroxybutyryl-CoA dehydrogenase,26.97224,27.55486,25.35155,23.61706,25.23089,21.23061,20.33887,20.63288,20.41001,22.92114,25.10125,25.16737,22.78414,21.32266,21.29786
GFJPDDAG_03650 Acyl-CoA dehydrogenase,21.25626,20.94692,19.89868,20.85944,21.00274,21.05839,20.16125,20.48,19.7663,21.45715,21.59937,20.35683,21.1769,21.87514,20.23705
GFJPDDAG_03651 Acyl-CoA dehydrogenase,25.55163,26.27177,24.42188,21.67715,24.30828,21.34189,23.23397,23.95118,23.5679,21.33835,24.34692,24.15993,21.82022,21.2608,21.97569
GFJPDDAG_03652 HTH-type transcriptional repressor KstR2,21.43746,22.60537,19.66175,19.5866,20.32322,21.1908,19.98935,20.74403,19.6735,20.38615,19.03095,20.51096,21.73008,19.61484,20.71272
GFJPDDAG_03653 Fused isobutyryl-CoA mutase,26.88786,27.04364,25.68148,22.55262,25.65709,22.5253,26.57019,25.23907,26.75646,22.89678,25.64422,25.50954,22.71237,20.78791,18.89
GFJPDDAG_03654 DNA-directed RNA polymerase subunit delta,24.00539,24.6525,24.4075,20.15002,20.43881,20.48448,19.8921,20.928,19.88662,20.15055,20.90522,20.38656,21.69769,22.12216,21.71923
GFJPDDAG_03655 CTP synthase,22.3931,22.52691,22.1767,21.65446,22.36137,21.49594,23.73304,20.10162,23.87286,20.91491,22.57907,22.00265,22.51483,21.28388,21.39877
GFJPDDAG_03656 hypothetical protein,20.64622,19.05473,19.56006,19.75483,21.06511,21.5926,20.53609,20.53158,20.53929,20.32584,19.45947,20.0874,20.78274,20.60189,20.23692
GFJPDDAG_03657 Sporulation initiation phosphotransferase F,22.25816,21.98287,19.80465,20.75763,19.38844,20.53901,19.89707,20.57612,19.52811,20.37828,20.31583,19.9404,22.3865,22.4812,20.3767
GFJPDDAG_03658 Fructose-bisphosphate aldolase,24.77931,23.83663,24.62589,20.4506,23.34584,20.18943,20.24505,20.69959,19.93244,22.51855,23.22751,21.05235,21.86731,20.72108,21.45225
GFJPDDAG_03659 Transaldolase,25.67182,25.62338,24.90706,21.29104,20.24669,21.31905,21.72705,21.05834,22.83805,20.21226,23.09566,22.27364,21.15547,19.68236,19.8557
GFJPDDAG_03660 UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2,18.28147,22.6422,22.46837,20.2877,20.54191,20.93735,20.07471,20.80803,18.27817,20.69788,19.65983,20.19051,22.16935,20.74862,20.8318
"GFJPDDAG_03661 Fructose-1,6-bisphosphatase class 2",23.6319,23.95029,23.04568,24.96151,20.043,21.47934,23.35662,23.39362,23.03096,21.44401,22.74493,21.18843,21.88966,20.34168,21.37648
GFJPDDAG_03662 Transcription termination factor Rho,24.61285,25.16863,23.39702,21.51979,22.3531,22.02615,23.00801,20.38722,23.23755,24.82614,23.15547,23.19141,22.77873,20.70996,20.84852
GFJPDDAG_03665 hypothetical protein,19.41183,19.25681,22.53953,20.52548,20.68325,19.95678,19.48796,21.48343,21.04158,20.76096,19.83874,20.6223,22.17465,21.10103,20.86764
GFJPDDAG_03666 Peptide chain release factor 1,21.993,21.90738,21.70759,20.58982,20.2445,21.52575,22.29718,21.50498,20.32479,21.87088,19.93214,19.87575,22.62965,21.59448,22.01282
GFJPDDAG_03672 Protein-arginine-phosphatase,20.57191,19.7606,19.63594,20.23461,20.72046,20.50856,19.6135,19.20156,19.09022,20.18456,19.28227,19.68409,22.32834,20.51746,20.62469
GFJPDDAG_03673 Methyl-accepting chemotaxis protein McpA,19.32595,19.65801,19.71404,19.70887,21.52608,21.27133,19.47453,21.73329,20.02092,20.67763,20.88315,20.70668,22.60887,20.7441,20.00107
GFJPDDAG_03674 Putative sugar phosphate isomerase YwlF,23.80774,24.32752,23.49875,20.5271,20.58362,22.12985,20.9237,21.08682,19.42669,20.30397,19.92927,20.31758,21.09574,22.4871,21.25325
GFJPDDAG_03675 hypothetical protein,20.99824,20.95504,20.74107,20.86803,20.9937,20.18957,19.84553,20.61155,19.26207,21.51319,20.66794,20.09554,22.44878,19.01494,20.52346
GFJPDDAG_03676 Serine hydroxymethyltransferase,27.19065,27.3946,26.50652,25.60232,23.53848,25.73665,24.7901,22.74201,25.05184,24.96301,24.29768,24.67874,23.04828,21.58588,20.68609
GFJPDDAG_03677 Uracil phosphoribosyltransferase,24.50009,25.82065,23.82512,21.35731,22.66523,22.31374,21.32059,20.79433,22.22917,19.64733,23.28093,19.96954,22.95514,20.49477,20.80739
GFJPDDAG_03678 UDP-N-acetylglucosamine 2-epimerase,25.14639,26.10422,24.84014,20.36474,22.38753,21.21489,19.75284,19.32042,20.85217,21.27186,21.60123,20.91013,21.321,18.43384,20.49043
GFJPDDAG_03681 ATP synthase subunit a,22.21006,19.10017,22.60229,21.83131,23.48751,23.12143,19.76071,23.08224,22.49145,20.82414,23.38601,23.62344,22.37619,21.10659,21.38118
GFJPDDAG_03683 ATP synthase subunit b,25.52728,26.16496,25.00071,27.73783,27.37791,27.11247,27.32208,26.58334,27.95555,27.22279,27.03118,27.35859,21.56458,19.88982,20.82436
GFJPDDAG_03684 ATP synthase subunit delta,23.15315,23.75837,23.05844,23.2946,22.75189,23.30883,24.20903,18.66489,24.45105,24.28207,21.26648,23.56663,21.48184,20.4032,20.43156
GFJPDDAG_03685 ATP synthase subunit alpha,27.01659,26.99938,26.74304,28.16351,27.39844,27.86207,27.78793,26.834,27.94431,28.34993,27.47321,28.04843,24.88465,20.58502,21.03081
GFJPDDAG_03686 ATP synthase gamma chain,23.56349,24.18865,23.41158,24.74489,24.73985,24.06661,24.67643,23.60003,24.75292,24.46899,24.03616,25.10929,21.79823,20.8279,21.29572
GFJPDDAG_03687 ATP synthase subunit beta,27.66418,28.41268,27.28542,28.88731,28.32903,28.51503,29.10727,27.21456,29.30064,28.45674,28.14933,29.26479,25.13438,23.78895,21.39557
GFJPDDAG_03688 ATP synthase epsilon chain,22.90648,22.09825,21.93571,22.35826,20.10501,20.56967,19.79575,20.80749,21.8198,22.0981,19.69367,19.39169,21.81382,19.70201,21.39034
GFJPDDAG_03690 hypothetical protein,28.77944,27.45199,29.40426,28.83038,27.67936,29.39795,28.70058,29.17016,28.69783,28.35767,27.01553,27.54657,24.79605,20.69363,21.84603
GFJPDDAG_03694 UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,19.64789,21.23614,20.73099,21.09708,21.01282,21.45079,19.15096,21.10402,19.5184,21.11972,20.75586,20.5815,21.37748,20.46312,20.63121
GFJPDDAG_03697 Stage II sporulation protein Q,24.15561,23.76436,25.10973,24.03028,23.75908,21.42767,25.29028,24.23586,25.31558,20.74368,24.80006,24.23549,22.78242,21.25958,20.22393
GFJPDDAG_03700 Rod shape-determining protein MreB,22.60001,23.40302,23.31133,21.48133,20.73042,20.38725,21.95968,19.97295,21.77141,24.02378,20.47965,19.33634,20.99923,19.9804,20.15708
GFJPDDAG_03703 hypothetical protein,18.51927,20.25433,19.65565,21.42149,21.13407,21.1561,20.94322,20.66925,19.99896,21.44346,20.73789,19.13538,21.18707,21.31859,20.19455
GFJPDDAG_03704 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,24.35454,24.69684,25.58038,25.73573,26.40388,25.84089,25.17097,24.25782,24.72182,26.43489,26.45559,25.88434,22.52195,20.46852,20.13957
GFJPDDAG_03705 hypothetical protein,19.1149,18.68526,19.33887,21.24929,19.48262,20.91426,20.48861,20.94635,19.86786,21.59778,19.04233,21.01678,22.53833,18.75289,21.07076
GFJPDDAG_03710 HTH-type transcriptional regulator SinR,20.60672,21.6874,19.46837,20.84856,20.32741,21.39141,19.89799,20.89401,19.45631,19.77736,20.30636,20.12185,21.55709,19.23953,21.28329
GFJPDDAG_03711 hypothetical protein,22.32435,23.55485,18.55085,20.68336,20.98185,21.31952,20.47076,19.71018,20.6179,21.17224,19.6131,19.83801,22.16691,20.64418,20.42875
GFJPDDAG_03718 hypothetical protein,19.14851,21.07381,19.66253,21.28279,21.41282,21.90141,19.56837,21.1637,19.15383,20.60273,19.78217,20.50223,22.67188,20.26385,20.88114
GFJPDDAG_03726 Histidine ammonia-lyase,19.75126,18.16032,19.72693,20.30449,21.03751,21.11961,20.23032,20.54318,21.59418,21.75707,20.88815,20.40853,22.53132,20.23109,20.32686
GFJPDDAG_03727 Urocanate hydratase,21.03812,21.28906,20.54321,19.48981,21.03501,20.40366,23.46949,20.4753,23.48554,20.37188,22.54472,20.01515,21.48347,19.64127,20.90714
GFJPDDAG_03728 Imidazolonepropionase,21.0157,20.55964,20.97506,21.76963,20.49603,20.40376,22.3921,21.40859,22.74811,21.668,20.3973,20.91048,22.57717,21.96577,21.77204
GFJPDDAG_03732 hypothetical protein,20.01346,21.52769,19.74692,20.80823,21.58922,19.1867,20.8944,21.25097,20.9595,20.34736,20.21911,20.21926,22.05809,21.45138,20.56891
GFJPDDAG_03737 Teichoic acid translocation permease protein TagG,20.94357,20.17679,23.03807,21.12768,20.87934,21.37532,19.16003,20.19871,20.99278,20.75857,22.71192,19.82723,22.35948,21.77459,21.03421
GFJPDDAG_03739 Putative glycosyltransferase EpsH,23.71733,23.09824,22.43532,21.01368,21.04381,20.91027,21.61531,19.76217,21.32119,20.68793,20.07874,19.76694,22.2155,21.51579,21.57072
GFJPDDAG_03742 Teichoic acid glycerol-phosphate primase,18.5865,20.62408,21.25161,21.35877,21.24889,20.26025,19.88449,20.38331,20.28364,20.74673,19.70707,20.34597,21.99326,21.43653,19.96169
GFJPDDAG_03743 Beta-N-acetylglucosaminidase,19.58862,24.77691,19.7478,21.03269,21.03562,20.38645,19.70911,21.05707,19.77965,21.0225,20.66652,20.28533,22.17576,20.58525,21.77156
GFJPDDAG_03745 Glycerol-3-phosphate dehydrogenase [NAD(P)+],20.06699,20.99776,20.25546,19.71785,20.03571,20.85751,21.22327,20.05683,20.56268,21.25948,20.36697,20.43768,21.52283,19.117,20.70603
GFJPDDAG_03757 Signal transduction histidine-protein kinase/phosphatase DegS,19.70008,18.66563,20.07741,20.15214,20.95801,21.5163,20.32176,19.8094,19.3716,21.59119,20.4013,21.27625,21.88231,19.53703,19.75265
GFJPDDAG_03758 Transcriptional regulatory protein DegU,27.30548,26.65676,26.05439,24.12849,24.72656,24.66123,24.8715,24.37358,25.27448,23.88176,24.78796,24.61768,21.67485,19.77658,21.26139
GFJPDDAG_03761 hypothetical protein,19.40162,20.64553,20.49347,19.44849,21.0775,20.40403,18.53574,20.88163,20.13871,21.59104,19.87558,20.3774,22.18995,20.05299,21.60114
GFJPDDAG_03767 Trehalose-6-phosphate hydrolase,19.95647,22.06543,19.07904,20.56914,19.99624,20.82559,20.92801,19.48456,20.44532,19.43904,20.91477,19.70777,21.47086,18.75011,21.05447
GFJPDDAG_03768 PTS system trehalose-specific EIIBC component,24.43078,25.26241,23.88539,26.75774,25.89564,26.21542,24.69689,24.20113,24.68811,27.01223,26.47001,26.48185,21.993,21.37668,20.8886
GFJPDDAG_03771 Sensor histidine kinase ResE,20.18364,19.97771,19.12896,21.47031,20.4831,21.09116,21.16073,19.73582,20.25317,21.04379,20.89064,19.49727,22.18313,20.36033,20.10929
GFJPDDAG_03775 Transcriptional regulator LytR,20.74991,19.18127,19.76603,20.90633,20.94384,21.47015,19.95714,19.59531,20.2058,20.44794,20.18217,19.79328,21.65228,21.29445,21.40373
GFJPDDAG_03809 30S ribosomal protein S1,22.78401,22.51374,22.34091,21.03012,21.13421,20.25328,20.99315,20.82784,20.87833,20.47831,20.66785,20.54769,23.20778,21.06956,19.66733
GFJPDDAG_03811 RNA polymerase sigma-B factor,23.63134,24.62968,23.07442,21.20485,20.23295,20.72824,19.54101,19.6882,20.37976,20.77803,20.19479,20.66771,21.33596,20.70874,20.25323
GFJPDDAG_03812 Serine-protein kinase RsbW,25.82806,26.71751,24.7892,20.765,21.58229,22.2817,21.39937,21.13846,19.71265,21.58273,22.01424,21.72721,21.94716,21.65485,21.18517
GFJPDDAG_03813 Anti-sigma-B factor antagonist,23.00488,23.12094,21.92071,20.95874,20.65712,20.20068,20.02212,20.66018,19.60967,21.21137,20.22232,22.03024,22.63929,20.93799,20.39291
GFJPDDAG_03814 Phosphoserine phosphatase RsbU,19.47323,21.82862,19.57058,19.7593,20.46211,21.07748,19.31147,21.02534,20.24405,21.38214,19.41957,21.03075,22.32644,19.83659,21.29327
GFJPDDAG_03815 Serine/threonine-protein kinase RsbT,22.02039,23.0812,22.03668,20.52172,20.62342,21.0189,19.76224,21.93521,21.79709,21.57027,22.47709,21.57233,21.06214,19.09169,21.27158
GFJPDDAG_03817 RsbT co-antagonist protein RsbRA,24.02859,26.06548,23.84451,24.54545,22.83551,20.57183,24.35494,21.82275,24.38238,24.86268,23.5122,22.71879,22.32834,21.23778,20.0829
GFJPDDAG_03818 Endoribonuclease EndoA,18.62519,20.97673,20.65211,20.80195,21.26289,21.40629,19.88799,21.9607,18.81466,21.11963,19.47559,19.95262,21.52812,18.93944,21.92803
GFJPDDAG_03821 Sporulation protein YdcC,24.84828,23.40067,25.48388,22.3932,24.94481,21.40631,27.19291,27.57442,27.25539,23.02629,25.54106,24.56349,22.20152,19.78308,20.1983
GFJPDDAG_03829 ATP-dependent RNA helicase CshA,25.44761,25.55365,25.89113,23.70599,22.94131,23.57669,23.63356,21.57693,22.18053,23.6919,24.23059,22.52705,23.04159,20.24475,21.09941
GFJPDDAG_03831 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,24.30793,25.65908,23.26985,20.15882,19.53516,21.38098,20.63017,20.3515,21.65285,21.26969,20.64283,20.08757,22.07399,20.58377,21.41614
GFJPDDAG_03832 D-alanine--D-alanine ligase,24.55912,24.27491,24.16131,21.01546,20.45612,21.08933,21.03405,20.68266,19.49127,21.00532,19.17099,18.48047,22.48858,21.41761,20.36205
GFJPDDAG_03845 Intracellular proteinase inhibitor,22.08421,21.31202,22.18026,21.33912,20.70694,21.12053,21.00003,20.52851,17.99024,20.88069,19.43818,20.47912,21.89801,21.53033,21.72908
GFJPDDAG_03853 Putative lipid kinase BmrU,19.72278,22.92396,19.10979,21.35789,21.91947,21.1497,20.54518,21.14937,19.7331,21.19465,20.30993,20.16382,23.84165,19.61999,20.7928
GFJPDDAG_03856 SpoIVD-associated factor A,22.40839,21.10226,23.11759,22.87215,23.6856,20.92351,22.9381,22.48136,22.8695,21.10928,23.37425,23.68228,21.39255,20.68077,19.91047
GFJPDDAG_03857 Hypoxic response protein 1,24.34245,23.80823,25.42262,25.84309,26.21682,25.33715,24.97989,26.11801,25.69267,24.6106,26.76976,25.63481,21.84328,20.62793,20.91801
GFJPDDAG_03859 Amino-acid carrier protein AlsT,21.6894,22.14348,22.30168,20.73516,23.71356,20.45948,22.90615,23.94503,22.31532,20.45613,23.54522,23.46961,21.97166,19.71851,19.82821
GFJPDDAG_03862 hypothetical protein,20.77735,19.6964,18.64488,20.8156,20.04503,21.40116,19.8922,21.87875,20.44243,21.00001,20.15552,21.05552,22.06429,20.58788,20.17854
GFJPDDAG_03866 Benzil reductase ((S)-benzoin forming),22.83115,22.1606,21.22028,21.50959,20.62522,21.03134,21.19437,20.12709,18.63608,19.88262,20.56412,20.04893,21.99863,21.32898,21.72731
GFJPDDAG_03893 mRNA endoribonuclease LsoA,18.41902,19.7552,21.07796,21.33849,19.89339,20.19509,19.99047,22.648,19.71396,21.25912,20.11513,20.03571,22.09764,19.63859,21.88542
GFJPDDAG_03895 Glutamine--fructose-6-phosphate aminotransferase [isomerizing],22.1294,22.12044,22.32199,20.51219,19.23744,19.42604,22.14976,20.65209,22.2474,21.51402,21.66414,20.75404,22.32538,21.14357,21.04103
GFJPDDAG_03896 Phosphoglucosamine mutase,24.69716,24.81264,24.07447,20.54287,23.21251,20.84291,22.28937,20.80084,22.87761,20.99785,19.86952,21.06635,21.81373,21.16362,19.70495
GFJPDDAG_03897 CdaA regulatory protein CdaR,19.22872,22.07343,21.75442,20.27881,23.18021,22.81863,22.72146,20.92835,22.86429,20.20582,23.32581,23.79867,22.813,20.41425,21.31978
GFJPDDAG_03898 Cyclic di-AMP synthase CdaA,22.01124,22.12244,18.83301,20.15047,20.30205,21.59283,23.44506,23.58291,23.4496,20.78205,19.51246,20.96522,23.1809,20.09523,21.20888
GFJPDDAG_03902 Arginase,23.70461,23.94458,23.01057,21.67201,20.83317,21.03428,22.63832,23.26299,22.88634,19.6364,22.72642,21.94575,22.86774,20.5139,21.38747
GFJPDDAG_03931 hypothetical protein,24.1997,23.25295,24.07259,20.22164,20.90709,20.59136,20.47532,20.08863,22.93468,21.65274,19.42867,21.00106,22.02919,21.35819,20.418
GFJPDDAG_03940 hypothetical protein,26.07431,24.86216,25.01482,27.02675,26.45279,26.52314,27.35607,26.73815,27.49022,26.27767,25.79622,26.37948,22.17892,20.768,20.56599
GFJPDDAG_03945 putative FAD-linked oxidoreductase,20.84468,19.4664,19.2475,21.34818,20.56513,21.00306,20.72463,20.24509,21.02462,20.56043,20.57513,19.27777,22.11767,20.07313,20.7845
GFJPDDAG_03954 hypothetical protein,20.45212,20.70498,19.24022,20.14758,20.892,22.09181,20.01563,20.66489,19.64449,20.21102,19.62186,19.49261,22.74186,20.63824,21.01219
GFJPDDAG_03960 Bacterial non-heme ferritin,28.22881,27.4283,29.24946,28.34579,28.80637,28.21854,28.55783,29.43817,28.7934,28.05424,29.45057,28.84595,22.3136,19.41411,20.35361
GFJPDDAG_03963 FMN-dependent NADH-azoreductase 2,18.63478,21.61311,19.32842,20.07118,20.79296,20.4923,20.26002,21.478,19.02236,20.02327,20.91724,19.84889,20.73826,19.58463,22.06167
GFJPDDAG_03964 hypothetical protein,21.40702,21.1937,22.48949,21.1495,22.93431,20.36923,22.35612,21.86567,21.56435,21.9968,19.69164,22.2401,22.54732,21.2713,20.44776
GFJPDDAG_03972 Catalase HPII,25.96371,25.87734,25.41828,20.50111,19.39354,20.81577,20.75905,21.06039,19.40988,21.00006,20.37857,20.47422,22.5309,19.38694,20.62459
