#Batch CD-search tool	NIH/NLM/NCBI											
#cdsid	QM3-qcdsearch-1D4DCAEC1C1DDBC2-317EA3B81877B768											
#datatype	hitsStandard Results											
#status	0											
#Start time	2019-06-07T14:37:35	Run time	0:00:06:46									
#status	success											
												
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily		
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	superfamily	236740	168	622	1	2.30E-139	420	687	cl35942	PRK10712 superfamily	 - 	 - 
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	non-specific	273617	278	620	1	3.80E-134	399	87	TIGR01427	PTS_IIC_fructo	 - 	cl21492
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	superfamily	328750	278	620	1	3.80E-134	399	87	cl21492	PTS_EIIC superfamily	 - 	 - 
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	224218	290	622	1	5.00E-133	394	646	COG1299	FrwC	 - 	cl21492
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	224676	3	147	1	2.30E-43	155	561	COG1762	PtsN	 - 	cl00163
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	superfamily	350927	3	147	1	2.30E-43	155	561	cl00163	PTS_IIA_fru superfamily	 - 	 - 
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	238129	7	146	1	8.50E-43	154	641	cd00211	PTS_IIA_fru	 - 	cl00163
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	334031	6	147	5	1.60E-41	148	126	pfam00359	PTS_EIIA_2	 - 	cl00163
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	non-specific	273298	6	133	9	5.50E-39	141	643	TIGR00848	fruA	 - 	cl00163
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	99911	169	264	8	3.70E-34	126	448	cd05569	PTS_IIB_fructose	 - 	cl10014
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	superfamily	353043	169	264	8	3.70E-34	126	448	cl10014	PTS_IIB superfamily	 - 	 - 
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	non-specific	182141	6	147	2	2.00E-26	104	968	PRK09913	PRK09913	 - 	cl00163
Q#273 - >GFJPDDAG_04289 PTS system fructose-specific EIIABC component	specific	334883	171	261	6	8.10E-12	64	2724	pfam02302	PTS_IIB	 - 	cl10014
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	specific	274464	2	299	2	4.30E-128	369	982	TIGR03168	1-PFK	 - 	cl00192
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	superfamily	350937	2	299	2	4.30E-128	369	982	cl00192	ribokinase_pfkB_like superfamily	 - 	 - 
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	specific	238570	1	286	7	6.70E-128	368	13	cd01164	FruK_PfkB_like	 - 	cl00192
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	specific	224030	1	300	1	9.00E-125	360	763	COG1105	FruK	 - 	cl00192
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	specific	333986	7	288	1	3.70E-54	181	761	pfam00294	PfkB	 - 	cl00192
Q#274 - >GFJPDDAG_04290 Tagatose-6-phosphate kinase	non-specific	181923	4	300	1	1.90E-53	179	891	PRK09513	fruK	 - 	cl00192
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	specific	224268	1	250	9	6.70E-85	255	236	COG1349	GlpR	 - 	cl34234
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	superfamily	224268	1	250	9	6.70E-85	255	236	cl34234	GlpR superfamily	 - 	 - 
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	specific	278862	78	228	4	1.60E-58	184	237	pfam00455	DeoRC	 - 	cl00339
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	superfamily	351040	78	228	4	1.60E-58	184	237	cl00339	SugarP_isomerase superfamily	 - 	 - 
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	non-specific	182086	3	230	1	3.40E-40	143	71	PRK09802	PRK09802	 - 	cl32417
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	superfamily	182086	3	230	1	3.40E-40	143	71	cl32417	PRK09802 superfamily	 - 	 - 
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	non-specific	197714	6	56	9	7.10E-12	61	842	smart00420	HTH_DEOR	 - 	cl21459
Q#275 - >GFJPDDAG_04291 HTH-type transcriptional repressor GlcR	superfamily	354815	6	56	9	7.10E-12	61	842	cl21459	HTH superfamily	 - 	 - 
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	specific	224287	15	637	1	1.60E-173	512	365	COG1368	MdoB	 - 	cl34240
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	superfamily	224287	15	637	1	1.60E-173	512	365	cl34240	MdoB superfamily	 - 	 - 
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	specific	293739	251	541	2	7.30E-77	250	678	cd16015	LTA_synthase	 - 	cl23718
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	superfamily	355016	251	541	2	7.30E-77	250	678	cl23718	ALP_like superfamily	 - 	 - 
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	specific	334301	251	542	4	8.10E-46	167	963	pfam00884	Sulfatase	 - 	cl38016
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	superfamily	334301	251	542	4	8.10E-46	167	963	cl38016	Sulfatase superfamily	 - 	 - 
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	non-specific	171438	249	559	7	4.30E-06	52	2157	PRK12363	PRK12363	NC	cl27312
Q#276 - >GFJPDDAG_04292 Lipoteichoic acid synthase 2	superfamily	171438	249	559	7	4.30E-06	52	2157	cl27312	PRK12363 superfamily	NC	 - 
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	non-specific	224094	7	296	5	3.00E-21	91	1684	COG1173	DppC	 - 	cl34159
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	superfamily	224094	7	296	5	3.00E-21	91	1684	cl34159	DppC superfamily	 - 	 - 
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	non-specific	131837	55	215	1	8.50E-10	63	1732	TIGR02790	nickel_nikC	C	cl31249
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	superfamily	131837	55	215	1	8.50E-10	63	1732	cl31249	nickel_nikC superfamily	C	 - 
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	non-specific	236687	55	215	4	8.60E-06	50	518	PRK10417	nikC	C	cl35913
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	superfamily	236687	55	215	4	8.60E-06	50	518	cl35913	nikC superfamily	C	 - 
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	specific	119394	79	221	7	9.20E-05	45	7325	cd06261	TM_PBP2	C	cl00427
Q#277 - >GFJPDDAG_04293 Glutathione transport system permease protein GsiD	superfamily	351090	79	221	7	9.20E-05	45	7325	cl00427	TM_PBP2 superfamily	C	 - 
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	non-specific	223674	75	272	5	5.60E-11	64	8179	COG0601	DppB	N	cl33970
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	superfamily	223674	75	272	5	5.60E-11	64	8179	cl33970	DppB superfamily	N	 - 
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	non-specific	182834	162	272	7	6.00E-07	49	8101	PRK10914	PRK10914	N	cl00427
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	superfamily	351090	162	272	7	6.00E-07	49	8101	cl00427	TM_PBP2 superfamily	N	 - 
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	non-specific	334128	102	277	2	4.00E-04	43	8269	pfam00528	BPD_transp_1	 - 	cl00427
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	non-specific	131836	75	254	0	136488	42	4403	TIGR02789	nickel_nikB	N	cl31248
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	superfamily	131836	75	254	0	136488	42	4403	cl31248	nickel_nikB superfamily	N	 - 
Q#278 - >GFJPDDAG_04294 Dipeptide transport system permease protein DppB	specific	119394	79	242	0	152453	35	7173	cd06261	TM_PBP2	 - 	cl00427
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	specific	319818	21	264	1	6.30E-80	245	583	cd07516	HAD_Pase	 - 	cl21460
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	superfamily	354816	21	264	1	6.30E-80	245	583	cl21460	HAD_like superfamily	 - 	 - 
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	specific	311955	20	262	1	5.60E-66	209	779	pfam08282	Hydrolase_3	 - 	cl37769
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	superfamily	311955	20	262	1	5.60E-66	209	779	cl37769	Hydrolase_3 superfamily	 - 	 - 
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	specific	223635	21	269	1	8.90E-61	197	249	COG0561	Cof	 - 	cl21460
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	specific	272905	21	261	2	7.30E-59	191	328	TIGR00099	Cof-subfamily	 - 	cl36587
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	superfamily	272905	21	261	2	7.30E-59	191	328	cl36587	Cof-subfamily superfamily	 - 	 - 
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	non-specific	182509	21	268	3	3.70E-51	171	29	PRK10513	PRK10513	 - 	cl32525
Q#279 - >GFJPDDAG_04295 Sugar phosphatase YidA	superfamily	182509	21	268	3	3.70E-51	171	29	cl32525	PRK10513 superfamily	 - 	 - 
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	specific	238434	8	388	1	5.10E-163	465	9	cd00854	NagA	 - 	cl00281
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	superfamily	351001	8	388	1	5.10E-163	465	9	cl00281	metallo-dependent_hydrolases superfamily	 - 	 - 
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	specific	224733	7	392	2	9.30E-150	432	461	COG1820	NagA	 - 	cl00281
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	non-specific	272968	7	389	1	3.10E-123	364	925	TIGR00221	nagA	 - 	cl00281
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	non-specific	183010	13	390	3	4.30E-67	220	231	PRK11170	nagA	 - 	cl00281
Q#280 - >GFJPDDAG_04296 N-acetylglucosamine-6-phosphate deacetylase	specific	334771	60	378	6	5.90E-24	103	727	pfam01979	Amidohydro_1	 - 	cl00281
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	specific	238693	10	237	6	3.60E-135	381	448	cd01399	GlcN6P_deaminase	 - 	cl00339
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	superfamily	351040	10	237	6	3.60E-135	381	448	cl00339	SugarP_isomerase superfamily	 - 	 - 
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	specific	179028	1	243	1	2.20E-114	331	409	PRK00443	nagB	 - 	cl00339
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	non-specific	129593	1	242	9	8.40E-105	306	355	TIGR00502	nagB	 - 	cl00339
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	specific	223440	1	242	4	6.40E-85	255	646	COG0363	NagB	 - 	cl00339
Q#281 - >GFJPDDAG_04297 Glucosamine-6-phosphate deaminase 1	non-specific	334420	10	221	6	7.50E-21	89	9647	pfam01182	Glucosamine_iso	 - 	cl00339
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	specific	238538	7	442	1	9.60E-122	365	5	cd01118	ArsB_permease	 - 	cl21473
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	superfamily	354825	7	442	1	9.60E-122	365	5	cl21473	ArsB_NhaD_permease superfamily	 - 	 - 
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	specific	223983	8	445	3	8.40E-69	228	265	COG1055	ArsB	 - 	cl30430
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	superfamily	223983	8	445	3	8.40E-69	228	265	cl30430	ArsB superfamily	 - 	 - 
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	non-specific	185342	9	448	3	5.50E-68	225	821	PRK15445	PRK15445	 - 	cl21473
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	non-specific	307937	7	446	2	1.30E-59	202	914	pfam02040	ArsB	 - 	cl21473
Q#282 - >GFJPDDAG_04298 Arsenical pump membrane protein	non-specific	213571	7	448	2	8.40E-58	199	992	TIGR00935	2a45	 - 	cl21473
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	specific	271189	175	349	1	8.60E-48	163	114	cd01189	INT_ICEBs1_C_like	 - 	cl00213
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	superfamily	350955	175	349	1	8.60E-48	163	114	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	non-specific	274042	106	359	3	8.50E-23	100	374	TIGR02224	recomb_XerC	 - 	cl28330
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	superfamily	355709	106	359	3	8.50E-23	100	374	cl28330	XerC superfamily	 - 	 - 
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	non-specific	334163	196	351	8	2.40E-22	93	5358	pfam00589	Phage_integrase	 - 	cl00213
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	non-specific	234698	107	359	1	2.00E-18	87	9025	PRK00236	xerC	 - 	cl28330
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	specific	223655	56	362	2	1.60E-18	87	2532	COG0582	XerC	 - 	cl28330
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	specific	317104	67	122	2	8.30E-05	43	67	pfam14659	Phage_int_SAM_3	 - 	cl29123
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	superfamily	355999	67	122	2	8.30E-05	43	67	cl29123	Phage_int_SAM_5 superfamily	 - 	 - 
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	specific	339310	13	54	2	7.40E-04	40	6137	pfam14657	Arm-DNA-bind_4	 - 	cl19996
Q#283 - >GFJPDDAG_04300 Putative prophage phiRv2 integrase	superfamily	339310	13	54	2	7.40E-04	40	6137	cl19996	Arm-DNA-bind_4 superfamily	 - 	 - 
Q#284 - >GFJPDDAG_04301 hypothetical protein	specific	338467	12	59	3	4.90E-08	46	667	pfam12728	HTH_17	 - 	cl02600
Q#284 - >GFJPDDAG_04301 hypothetical protein	superfamily	351819	12	59	3	4.90E-08	46	667	cl02600	HTH_MerR-SF superfamily	 - 	 - 
Q#284 - >GFJPDDAG_04301 hypothetical protein	non-specific	200128	12	58	6	7.80E-05	38	351	TIGR01764	excise	 - 	cl02600
Q#284 - >GFJPDDAG_04301 hypothetical protein	non-specific	238042	12	30	0	925191	28	4186	cd00090	HTH_ARSR	NC	cl21459
Q#284 - >GFJPDDAG_04301 hypothetical protein	superfamily	354815	12	30	0	925191	28	4186	cl21459	HTH superfamily	NC	 - 
Q#285 - >GFJPDDAG_04302 hypothetical protein	non-specific	340424	20	112	0	669698	33	413	cd16948	HATPase_BceS-YxdK-YvcQ-like	 - 	cl00075
Q#285 - >GFJPDDAG_04302 hypothetical protein	superfamily	350890	20	112	0	669698	33	413	cl00075	HATPase superfamily	 - 	 - 
Q#285 - >GFJPDDAG_04302 hypothetical protein	specific	214643	19	87	0	968544	33	59	smart00387	HATPase_c	C	cl00075
Q#286 - >GFJPDDAG_04303 Ribonuclease	specific	339225	143	198	0	829087	36	9556	pfam14436	EndoU_bacteria	N	cl16881
Q#286 - >GFJPDDAG_04303 Ribonuclease	superfamily	339225	143	198	0	829087	36	9556	cl16881	EndoU_bacteria superfamily	N	 - 
Q#287 - >GFJPDDAG_04304 hypothetical protein	non-specific	274815	2	63	0	328544	35	4326	TIGR03850	bind_CPR_0540	C	cl21456
Q#287 - >GFJPDDAG_04304 hypothetical protein	superfamily	354813	2	63	0	328544	35	4326	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	C	 - 
Q#289 - >GFJPDDAG_04306 hypothetical protein	non-specific	318492	22	326	1	4.70E-43	154	617	pfam16263	DUF4917	 - 	cl24740
Q#289 - >GFJPDDAG_04306 hypothetical protein	superfamily	318492	22	326	1	4.70E-43	154	617	cl24740	DUF4917 superfamily	 - 	 - 
Q#292 - >GFJPDDAG_04309 hypothetical protein	non-specific	254756	8	87	2	2.00E-07	49	7012	pfam08357	SEFIR	C	cl23749
Q#292 - >GFJPDDAG_04309 hypothetical protein	superfamily	355033	8	87	2	2.00E-07	49	7012	cl23749	TIR_2 superfamily	C	 - 
Q#292 - >GFJPDDAG_04309 hypothetical protein	non-specific	214587	8	76	0	858398	35	762	smart00255	TIR	C	cl23749
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	non-specific	226581	197	1087	0	751	195	COG4096	HsdR	 - 	cl34711	
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	superfamily	226581	197	1087	0	751	195	cl34711	HsdR superfamily	 - 	 - 	
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	non-specific	236912	1	728	3	7.50E-87	308	419	PRK11448	hsdR	C	cl36022
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	superfamily	236912	1	728	3	7.50E-87	308	419	cl36022	hsdR superfamily	C	 - 
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	specific	350790	345	512	5	8.00E-68	225	133	cd18032	DEXHc_RE_I_III_res	 - 	cl28899
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	superfamily	355775	345	512	5	8.00E-68	225	133	cl28899	DEAD-like_helicase_N superfamily	 - 	 - 
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	specific	309815	345	502	2	6.10E-42	154	752	pfam04851	ResIII	 - 	cl28899
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	non-specific	273028	155	739	8	5.90E-19	94	7751	TIGR00348	hsdR	 - 	cl36622
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	superfamily	273028	155	739	8	5.90E-19	94	7751	cl36622	hsdR superfamily	 - 	 - 
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	specific	214692	345	515	2	3.40E-16	81	3842	smart00487	DEXDc	 - 	cl28899
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	specific	338868	23	116	2	3.80E-12	66	5258	pfam13643	DUF4145	 - 	cl16330
Q#295 - >GFJPDDAG_04312 Type-1 restriction enzyme R protein	superfamily	338868	23	116	2	3.80E-12	66	5258	cl16330	DUF4145 superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	specific	341196	196	377	1	7.10E-75	233	865	cd17515	RMtype1_S_MjaORF132P_Sau1132ORF3780P-TRD1-CR1_like	 - 	cl38903
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	365779	196	377	1	7.10E-75	233	865	cl38903	RMtype1_S_TRD-CR_like superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	specific	341152	5	183	3	3.00E-56	184	243	cd17263	RMtype1_S_AbaB8300I-TRD1-CR1_like	 - 	cl38903
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	365779	5	183	3	3.00E-56	184	243	cl38903	RMtype1_S_TRD-CR_like superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	non-specific	279728	192	367	9	5.00E-19	82	4031	pfam01420	Methylase_S	 - 	cl37503
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	279728	192	367	9	5.00E-19	82	4031	cl37503	Methylase_S superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	specific	223804	5	366	1	2.40E-17	86	2538	COG0732	HsdS	 - 	cl34024
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	223804	5	366	1	2.40E-17	86	2538	cl34024	HsdS superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	non-specific	236619	5	381	2	7.90E-09	61	4363	PRK09737	PRK09737	 - 	cl35887
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	236619	5	381	2	7.90E-09	61	4363	cl35887	PRK09737 superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	non-specific	279728	4	171	7	1.10E-09	57	3651	pfam01420	Methylase_S	 - 	cl37503
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	279728	4	171	7	1.10E-09	57	3651	cl37503	Methylase_S superfamily	 - 	 - 
Q#296 - >GFJPDDAG_04313 hypothetical protein	specific	223804	52	178	3	7.10E-06	51	5858	COG0732	HsdS	N	cl34024
Q#296 - >GFJPDDAG_04313 hypothetical protein	superfamily	223804	52	178	3	7.10E-06	51	5858	cl34024	HsdS superfamily	N	 - 
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	specific	223363	1	483	5	7.80E-71	236	159	COG0286	HsdM	 - 	cl33828
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	superfamily	223363	1	483	5	7.80E-71	236	159	cl33828	HsdM superfamily	 - 	 - 
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	non-specific	280533	142	456	2	2.20E-66	218	345	pfam02384	N6_Mtase	 - 	cl37510
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	superfamily	280533	142	456	2	2.20E-66	218	345	cl37510	N6_Mtase superfamily	 - 	 - 
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	non-specific	211578	122	460	6	8.60E-26	113	125	TIGR00497	hsdM	N	cl33272
Q#297 - >GFJPDDAG_04314 Type I restriction enzyme EcoKI M protein	superfamily	211578	122	460	6	8.60E-26	113	125	cl33272	hsdM superfamily	N	 - 
Q#298 - >GFJPDDAG_04315 hypothetical protein	non-specific	315458	51	209	2	3.50E-09	58	4183	pfam12787	EcsC	N	cl15090
Q#298 - >GFJPDDAG_04315 hypothetical protein	superfamily	315458	51	209	2	3.50E-09	58	4183	cl15090	EcsC superfamily	N	 - 
Q#300 - >GFJPDDAG_04317 hypothetical protein	non-specific	185603	18	48	0	827657	28	8603	PTZ00415	PTZ00415	NC	cl33181
Q#300 - >GFJPDDAG_04317 hypothetical protein	superfamily	185603	18	48	0	827657	28	8603	cl33181	PTZ00415 superfamily	NC	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	specific	214861	14	154	1	2.60E-26	107	324	smart00857	Resolvase	 - 	cl02788
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	351894	14	154	1	2.60E-26	107	324	cl02788	Ser_Recombinase superfamily	 - 	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	specific	238206	16	151	2	4.30E-22	95	201	cd00338	Ser_Recombinase	 - 	cl02788
Q#302 - >GFJPDDAG_04319 hypothetical protein	specific	333952	16	154	1	8.10E-20	90	36	pfam00239	Resolvase	 - 	cl02788
Q#302 - >GFJPDDAG_04319 hypothetical protein	specific	224872	14	195	3	3.80E-15	77	1529	COG1961	PinE	 - 	cl34383
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	224872	14	195	3	3.80E-15	77	1529	cl34383	PinE superfamily	 - 	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	non-specific	311451	191	260	0	621572	36	21	pfam07508	Recombinase	 - 	cl06512
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	311451	191	260	0	621572	36	21	cl06512	Recombinase superfamily	 - 	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	non-specific	184041	16	172	0	209306	36	2336	PRK13413	mpi	C	cl32873
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	184041	16	172	0	209306	36	2336	cl32873	mpi superfamily	C	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	non-specific	270346	303	427	0	352946	35	5226	cd13628	PBP2_Ala	C	cl21456
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	354813	303	427	0	352946	35	5226	cl21456	Periplasmic_Binding_Protein_Type_2 superfamily	C	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	non-specific	180548	289	369	0	355181	36	3999	PRK06380	PRK06380	NC	cl00281
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	351001	289	369	0	355181	36	3999	cl00281	metallo-dependent_hydrolases superfamily	NC	 - 
Q#302 - >GFJPDDAG_04319 hypothetical protein	non-specific	339016	382	426	0	56288	35	2593	pfam13949	ALIX_LYPXL_bnd	C	cl38444
Q#302 - >GFJPDDAG_04319 hypothetical protein	superfamily	339016	382	426	0	56288	35	2593	cl38444	ALIX_LYPXL_bnd superfamily	C	 - 
Q#303 - >GFJPDDAG_04320 hypothetical protein	specific	238206	43	181	6	4.20E-13	68	8265	cd00338	Ser_Recombinase	 - 	cl02788
Q#303 - >GFJPDDAG_04320 hypothetical protein	superfamily	351894	43	181	6	4.20E-13	68	8265	cl02788	Ser_Recombinase superfamily	 - 	 - 
Q#303 - >GFJPDDAG_04320 hypothetical protein	specific	311451	220	313	8	4.60E-12	64	3296	pfam07508	Recombinase	 - 	cl06512
